Fragrance Note,Image,Group,Description
Water Hyacinth,https://fimgs.net/mdimg/sastojci/m.216.jpg?1441238680,FLOWERS,"a green floral with an aquatic nuance, less dramatic than the regular hyacinth."
Water Lily,https://fimgs.net/mdimg/sastojci/m.30.jpg?1441156152,FLOWERS,A fresh and fine soft aquatic floral fragrance.
White Ginger Lily,https://fimgs.net/mdimg/sastojci/m.739.jpg?1449030269,FLOWERS,"The amber colored absolute of White Ginger Lily displays a fresh, sweet, tropical floral bouquet with a lovely ginger-like, fruity undertone. "
Wildflowers,https://fimgs.net/mdimg/sastojci/m.379.jpg?1441232570,FLOWERS,a fantasy note of aromatic and sweet wild flowers with an herbal nuance.
Wisteria,https://fimgs.net/mdimg/sastojci/m.245.jpg?1441129350,FLOWERS,a spicy floral note with nuances of lilac and clove.
Wrightia,https://fimgs.net/mdimg/sastojci/m.854.jpg?1599014623,FLOWERS,NULL
Ylang-Ylang,https://fimgs.net/mdimg/sastojci/m.24.jpg?1441239982,FLOWERS,"A rich, floral, sweet note with a nuance of banana, woody, dirty, sour nuances."
Yuzu Flower,https://fimgs.net/mdimg/sastojci/m.989.jpg?1558175147,FLOWERS,NULL
Zinnia,https://fimgs.net/mdimg/sastojci/m.891.jpg?1533918768,FLOWERS,NULL
Arum Lily,https://fimgs.net/mdimg/sastojci/m.215.jpg?1441257505,WHITE FLOWERS,a mild scent of pollen and waxy petals.
Black Locust,https://fimgs.net/mdimg/sastojci/m.296.jpg?1441253242,WHITE FLOWERS,an intense and pleasant floral note reminiscent of mimosa and orange blossom.
Boronia,https://fimgs.net/mdimg/sastojci/m.118.jpg?1587007313,WHITE FLOWERS,an airy fresh and fruity sweet floral note.
Carissa,https://fimgs.net/mdimg/sastojci/m.555.jpg?1441257677,WHITE FLOWERS,"Similar to jasmine and gardenia, sweet white floral fragrance with a fruity nuance."
Datura,https://fimgs.net/mdimg/sastojci/m.378.jpg?1441256525,WHITE FLOWERS,a fantasy note of very sweet narcotic scent. The flower and all parts of the plant are extremely poisonous. 
Frangipani,https://fimgs.net/mdimg/sastojci/m.151.jpg?1441256912,WHITE FLOWERS,A tropical floral fruity note with a citrus nuance.
Gardenia,https://fimgs.net/mdimg/sastojci/m.19.jpg?1441257094,WHITE FLOWERS,An intoxicating white floral note with piquant green and earthy mushroom nuances.
Grapefruit blossom,https://fimgs.net/mdimg/sastojci/m.527.jpg?1587012058,WHITE FLOWERS,"A white floral scent reminiscent of orange blossom, but fresher, less animalic."
Honeysuckle,https://fimgs.net/mdimg/sastojci/m.86.jpg?1441258870,WHITE FLOWERS,A sweet floral note with a nuance of honey and pollen. 
Jasmine,https://fimgs.net/mdimg/sastojci/m.14.jpg?1585604034,WHITE FLOWERS,"Sweet, white floral, opulent, can be more indolic or greener and fresher when synthesized in the lab."
Karo-Karounde,https://fimgs.net/mdimg/sastojci/m.295.jpg?1441257987,WHITE FLOWERS,"an intensely floral, sweet, intoxicating fragrance, similar to jasmine, but with a peculiar almond nuance."
Lemon Blossom,https://fimgs.net/mdimg/sastojci/m.281.jpg?1441255469,WHITE FLOWERS,"a lighter, airier and tangier sparkling floral note than orange blossom, less animalic and sweet."
Lily,https://fimgs.net/mdimg/sastojci/m.157.jpg?1441258347,WHITE FLOWERS,"A spicy floral note, sweet and waxy."
Mandarin orange blossom,https://fimgs.net/mdimg/sastojci/m.366.jpg?1441256045,WHITE FLOWERS,a sweet floral and somewhat fruity-smelling note close to orange blossom
Melati,https://fimgs.net/mdimg/sastojci/m.190.jpg?1441258552,WHITE FLOWERS,"white floral plant of Indonesia which has highly scented flowers, smelling of jasmine"
Mock Orange,https://fimgs.net/mdimg/sastojci/m.602.jpg?1441485480,WHITE FLOWERS,"a floral note of Philadelphus Coronarius (Absolu de Seringe), it is often confused with lilac, but it is not even related. The note has a sweet rich floral profile reminiscent of gardenia, honeysuckle, orange blossom."
Moon Flower,https://fimgs.net/mdimg/sastojci/m.1055.jpg?1597232404,WHITE FLOWERS,NULL
Night Blooming Cereus,https://fimgs.net/mdimg/sastojci/m.338.jpg?1441258151,WHITE FLOWERS,It is a tropical cactus plant with flowers that have a dusty white floral smell with a soft spicy undertone.
Orange Blossom,https://fimgs.net/mdimg/sastojci/m.16.jpg?1585798043,WHITE FLOWERS,A fresh and sweet white floral note with an animalic undertone. 
Stephanotis,https://fimgs.net/mdimg/sastojci/m.111.jpg?1441297638,WHITE FLOWERS,an intense white floral scent with sharp spicy undertones.
Syringa,https://fimgs.net/mdimg/sastojci/m.310.jpg?1585807656,WHITE FLOWERS,"a floral note of Philadelphus Coronarius (Absolu de Seringe), it is often confused with lilac, but it is not even related. The note has a sweet rich floral profile reminiscent of gardenia, honeysuckle, orange blossom."
Tangerine blossom,https://fimgs.net/mdimg/sastojci/m.353.jpg?1441255761,WHITE FLOWERS,smells like mandarin orange blossom
Tiare Flower,https://fimgs.net/mdimg/sastojci/m.148.jpg?1585704783,WHITE FLOWERS,"A white floral note, creamy, fruity and indolic."
Tuberose,https://fimgs.net/mdimg/sastojci/m.25.jpg?1441485342,WHITE FLOWERS,"An intense white floral, carnal, sweet and indolic fragrance note, with green nuances."
White Flowers,https://fimgs.net/mdimg/sastojci/m.323.jpg?1441254204,WHITE FLOWERS,"A white floral heady fragrance reminiscent of jasmine, gardenia, and tuberose."
White Tobacco,https://fimgs.net/mdimg/sastojci/m.345.jpg?1441253893,WHITE FLOWERS,a sweet-smelling opulent floral note.
Agave,https://fimgs.net/mdimg/sastojci/m.608.jpg?1441304655,"GREENS, HERBS AND FOUGERES",NULL
Algae,https://fimgs.net/mdimg/sastojci/m.889.jpg?1598584798,"GREENS, HERBS AND FOUGERES",NULL
Aloe Vera,https://fimgs.net/mdimg/sastojci/m.484.jpg?1441304894,"GREENS, HERBS AND FOUGERES",a green sappy note.
Ammophila (beach grass),https://fimgs.net/mdimg/sastojci/m.890.jpg?1598652059,"GREENS, HERBS AND FOUGERES",NULL
Angelica,https://fimgs.net/mdimg/sastojci/m.44.jpg?1442948279,"GREENS, HERBS AND FOUGERES","a musky woody, sweet rooty smell."
Apple Mint,https://fimgs.net/mdimg/sastojci/m.853.jpg?1517339075,"GREENS, HERBS AND FOUGERES",NULL
Arnica,https://fimgs.net/mdimg/sastojci/m.518.jpg?1441305356,"GREENS, HERBS AND FOUGERES","grassy and dusty smelling flowers, the plant is used for its medicinal uses"
Artemisia,https://fimgs.net/mdimg/sastojci/m.47.jpg?1441305581,"GREENS, HERBS AND FOUGERES","A bitterish, herbal and strong-smelling plant note known as wormwood which aromatizes absinth and vermouth."
Asparagus,https://fimgs.net/mdimg/sastojci/m.621.jpg?1390233430,"GREENS, HERBS AND FOUGERES",NULL
Avocado,https://fimgs.net/mdimg/sastojci/m.270.jpg?1441328713,"GREENS, HERBS AND FOUGERES","oily, green vegetal scent, not frequently used in perfumery"
Azolla (Water Fern),https://fimgs.net/mdimg/sastojci/m.963.jpg?1552763462,"GREENS, HERBS AND FOUGERES","Mainly used in cosmetics, not fragrances."
Banana Leaf,https://fimgs.net/mdimg/sastojci/m.124.jpg?1441313605,"GREENS, HERBS AND FOUGERES","green and sappy, fresh note."
Barley,https://fimgs.net/mdimg/sastojci/m.569.jpg?1598578069,"GREENS, HERBS AND FOUGERES",NULL
Basil,https://fimgs.net/mdimg/sastojci/m.119.jpg?1441305745,"GREENS, HERBS AND FOUGERES",A fresh aromatic herbal scent with spicy nuances.
Bay essence,https://fimgs.net/mdimg/sastojci/m.710.jpg?1438345930,"GREENS, HERBS AND FOUGERES",NULL
Black currant leaf,https://fimgs.net/mdimg/sastojci/m.570.jpg?1355015799,"GREENS, HERBS AND FOUGERES",NULL
Blackberry leaf,https://fimgs.net/mdimg/sastojci/m.618.jpg?1598599309,"GREENS, HERBS AND FOUGERES",NULL
Borage,https://fimgs.net/mdimg/sastojci/m.601.jpg?1372899197,"GREENS, HERBS AND FOUGERES",NULL
Borneol,https://fimgs.net/mdimg/sastojci/m.413.jpg?1441476887,"GREENS, HERBS AND FOUGERES",NULL
Bran,https://fimgs.net/mdimg/sastojci/m.655.jpg?1598593565,"GREENS, HERBS AND FOUGERES",NULL
Buchu or Agathosma,https://fimgs.net/mdimg/sastojci/m.583.jpg?1366851699,"GREENS, HERBS AND FOUGERES","The essential oil is steam distilled from dried leaves of Barosma Betulina. It has a peculiar penetrating bitter-sweet, camphor, phenolic."
Bulrush,https://fimgs.net/mdimg/sastojci/m.307.jpg?1441323115,"GREENS, HERBS AND FOUGERES","unusual herbal green aqueous note, very rare in perfumery"
Burdock,https://fimgs.net/mdimg/sastojci/m.959.jpg?1551303940,"GREENS, HERBS AND FOUGERES",NULL
Cactus,https://fimgs.net/mdimg/sastojci/m.256.jpg?1441311249,"GREENS, HERBS AND FOUGERES",a green juicy note.
Calamus,https://fimgs.net/mdimg/sastojci/m.507.jpg?1441311572,"GREENS, HERBS AND FOUGERES",a warm spicy woody note with sweet undertones.
Calycanthus,https://fimgs.net/mdimg/sastojci/m.519.jpg?1441299714,"GREENS, HERBS AND FOUGERES","known as Spice Bush (calycanthus occidentalis) or Sweet Shrub (calycanthus floridus), it smells like Burgundy Wine or fruit (grapefruit and strawberry) according to variety"
Cannabis,https://fimgs.net/mdimg/sastojci/m.363.jpg?1441311894,"GREENS, HERBS AND FOUGERES",an aromatic smoky note with a dirty sour nuance.
Carnation leaves,https://fimgs.net/mdimg/sastojci/m.793.jpg?1454923811,"GREENS, HERBS AND FOUGERES",NULL
Celery,https://fimgs.net/mdimg/sastojci/m.392.jpg?1441329257,"GREENS, HERBS AND FOUGERES","Celery oil is extracted from seeds of the plant. It has a familiar celery smell, but less green and fresh."
Celery Seeds,https://fimgs.net/mdimg/sastojci/m.137.jpg?1441329694,"GREENS, HERBS AND FOUGERES","seeds that smell like celery, warm and earthy, but less green and fresh."
Centella Asiatica,https://fimgs.net/mdimg/sastojci/m.606.jpg?1441307073,"GREENS, HERBS AND FOUGERES",NULL
Cherry leaf,https://fimgs.net/mdimg/sastojci/m.1125.jpg?1621485436,"GREENS, HERBS AND FOUGERES",NULL
Chive,https://fimgs.net/mdimg/sastojci/m.875.jpg?1522859505,"GREENS, HERBS AND FOUGERES",NULL
Cilantro,https://fimgs.net/mdimg/sastojci/m.993.jpg?1559182996,"GREENS, HERBS AND FOUGERES",NULL
Clary Sage,https://fimgs.net/mdimg/sastojci/m.164.jpg?1585687102,"GREENS, HERBS AND FOUGERES","A soft and sweet herbaceous fragrance with lavender, balsamic, and amber musky nuances. "
Coca,https://fimgs.net/mdimg/sastojci/m.1043.jpg?1583132571,"GREENS, HERBS AND FOUGERES",NULL
Creosote Bush,https://fimgs.net/mdimg/sastojci/m.811.jpg?1598600252,"GREENS, HERBS AND FOUGERES","Green, resinous, herbal, camphoraceous"
Crithmum,https://fimgs.net/mdimg/sastojci/m.808.jpg?1598650524,"GREENS, HERBS AND FOUGERES",An aromatic warm spicy note.
Davana,https://fimgs.net/mdimg/sastojci/m.907.jpg?1587004031,"GREENS, HERBS AND FOUGERES",a sharp herbal bitter green note with a balsamic undertone.
Deer Tongue Grass,https://fimgs.net/mdimg/sastojci/m.984.jpg?1558139595,"GREENS, HERBS AND FOUGERES",NULL
Dried Fallen Leaves,https://fimgs.net/mdimg/sastojci/m.913.jpg?1541388199,"GREENS, HERBS AND FOUGERES",NULL
Earl Grey Tea,https://fimgs.net/mdimg/sastojci/m.733.jpg?1598588835,"GREENS, HERBS AND FOUGERES",NULL
Fern,https://fimgs.net/mdimg/sastojci/m.258.jpg?1598561646,"GREENS, HERBS AND FOUGERES","a fantasy note reminiscent of a shadowy forest's flora, often used as a term for the fougere family of fragrances"
Flouve,https://fimgs.net/mdimg/sastojci/m.1144.jpg?1623718447,"GREENS, HERBS AND FOUGERES",NULL
Fo Ti (Ho Shou Wu),https://fimgs.net/mdimg/sastojci/m.610.jpg?1452593561,"GREENS, HERBS AND FOUGERES",NULL
Gajumaru Banyan,https://fimgs.net/mdimg/sastojci/m.1110.jpg?1618454557,"GREENS, HERBS AND FOUGERES",NULL
Galbanum,https://fimgs.net/mdimg/sastojci/m.45.jpg?1441304052,"GREENS, HERBS AND FOUGERES",An intense and persistent bitter green fragrance. 
Genmaicha,https://fimgs.net/mdimg/sastojci/m.786.jpg?1454008531,"GREENS, HERBS AND FOUGERES",NULL
Geranium macrorrhizum (Zdravetz),https://fimgs.net/mdimg/sastojci/m.1112.jpg?1618475805,"GREENS, HERBS AND FOUGERES",NULL
Ginkgo,https://fimgs.net/mdimg/sastojci/m.688.jpg?1441310465,"GREENS, HERBS AND FOUGERES",NULL
Ginseng,https://fimgs.net/mdimg/sastojci/m.374.jpg?1441328388,"GREENS, HERBS AND FOUGERES",NULL
Grape leaves,https://fimgs.net/mdimg/sastojci/m.695.jpg?1578773021,"GREENS, HERBS AND FOUGERES",NULL
Grass,https://fimgs.net/mdimg/sastojci/m.277.jpg?1440793449,"GREENS, HERBS AND FOUGERES","a sweet yet very fresh scent of cut grass, green uplifting."
Green Notes,https://fimgs.net/mdimg/sastojci/m.318.jpg?1441328078,"GREENS, HERBS AND FOUGERES","A generic term for notes that evoke snapped leaves, foliage, green vegetal scents."
Green Pepper,https://fimgs.net/mdimg/sastojci/m.488.jpg?1441327693,"GREENS, HERBS AND FOUGERES","a green note reminiscent of tossed salad greens, very fresh with a slightly spicy nuance"
Green Sap,https://fimgs.net/mdimg/sastojci/m.897.jpg?1598594270,"GREENS, HERBS AND FOUGERES",NULL
Gromwell,https://fimgs.net/mdimg/sastojci/m.626.jpg?1441310599,"GREENS, HERBS AND FOUGERES",NULL
Guao or Maiden Plum,https://fimgs.net/mdimg/sastojci/m.812.jpg?1502102161,"GREENS, HERBS AND FOUGERES",NULL
Hat straw,https://fimgs.net/mdimg/sastojci/m.1100.jpg?1616009154,"GREENS, HERBS AND FOUGERES",A fantasy note of a straw hat.
Hay,https://fimgs.net/mdimg/sastojci/m.395.jpg?1441324649,"GREENS, HERBS AND FOUGERES","A sweet and green, aromatic fragrance of cut grass."
Henna,https://fimgs.net/mdimg/sastojci/m.741.jpg?1449093578,"GREENS, HERBS AND FOUGERES",NULL
Hops,https://fimgs.net/mdimg/sastojci/m.572.jpg?1359079881,"GREENS, HERBS AND FOUGERES",NULL
Horseweed,https://fimgs.net/mdimg/sastojci/m.947.jpg?1598892060,"GREENS, HERBS AND FOUGERES",NULL
Immortelle,https://fimgs.net/mdimg/sastojci/m.12.jpg?1441299615,"GREENS, HERBS AND FOUGERES","A sweet and dry herbaceous note, reminiscent of hay, tobacco, and honey."
Ivy,https://fimgs.net/mdimg/sastojci/m.192.jpg?1441306193,"GREENS, HERBS AND FOUGERES","a cool green note with a slightly spicy aspect, very refreshing."
Jatamansi or Spikenard,https://fimgs.net/mdimg/sastojci/m.108.jpg?1441311053,"GREENS, HERBS AND FOUGERES",An earthy aromatic herbal note.
Juniper,https://fimgs.net/mdimg/sastojci/m.142.jpg?1441302914,"GREENS, HERBS AND FOUGERES","It has a fresh balsamic, aromatic fragrance with piney nuances."
Juniper Berries,https://fimgs.net/mdimg/sastojci/m.143.jpg?1441328924,"GREENS, HERBS AND FOUGERES","a fresh balsamic, aromatic fragrance with piney nuances."
Katrafay,https://fimgs.net/mdimg/sastojci/m.715.jpg?1598591720,"GREENS, HERBS AND FOUGERES",NULL
Katsura leaf,https://fimgs.net/mdimg/sastojci/m.698.jpg?1598722736,"GREENS, HERBS AND FOUGERES","In fall, dying leaves of Katsura tree give off a sweet caramel-like fragrance due to maltol occured in the leaves."
Khella,https://fimgs.net/mdimg/sastojci/m.683.jpg?1441311724,"GREENS, HERBS AND FOUGERES",NULL
Laminaria,https://fimgs.net/mdimg/sastojci/m.824.jpg?1598725462,"GREENS, HERBS AND FOUGERES",NULL
Lantana leaf,https://fimgs.net/mdimg/sastojci/m.537.jpg?1441314395,"GREENS, HERBS AND FOUGERES","delicate, verbena like scent, related to citrusy verbena"
Lapsang Souchong Tea,https://fimgs.net/mdimg/sastojci/m.1071.jpg?1606158681,"GREENS, HERBS AND FOUGERES",NULL
Lily Of the Valley Leaves,https://fimgs.net/mdimg/sastojci/m.975.jpg?1556735957,"GREENS, HERBS AND FOUGERES",NULL
Limnophila aromatica,https://fimgs.net/mdimg/sastojci/m.545.jpg?1441313166,"GREENS, HERBS AND FOUGERES",NULL
Linaloe berry,https://fimgs.net/mdimg/sastojci/m.684.jpg?1441313371,"GREENS, HERBS AND FOUGERES",It has a light aromatic citrus scent. 
Lovage Root,https://fimgs.net/mdimg/sastojci/m.1026.jpg?1574534953,"GREENS, HERBS AND FOUGERES",NULL
Marigold,https://fimgs.net/mdimg/sastojci/m.153.jpg?1441302214,"GREENS, HERBS AND FOUGERES",a spicy aromatic herbal fragrance.
Marjoram,https://fimgs.net/mdimg/sastojci/m.260.jpg?1441316933,"GREENS, HERBS AND FOUGERES",a spicy herbal dry aromatic note.
Matcha Tea,https://fimgs.net/mdimg/sastojci/m.1001.jpg?1562955218,"GREENS, HERBS AND FOUGERES",NULL
Mate,https://fimgs.net/mdimg/sastojci/m.48.jpg?1441317171,"GREENS, HERBS AND FOUGERES","a bitterish tea note from Latin America, sometimes used to reinforce herbal aspects or to tone down florals."
Melilot or Sweet Clover,https://fimgs.net/mdimg/sastojci/m.571.jpg?1359079299,"GREENS, HERBS AND FOUGERES",NULL
Mimosa leaves,https://fimgs.net/mdimg/sastojci/m.1122.jpg?1621175221,"GREENS, HERBS AND FOUGERES",NULL
Mint,https://fimgs.net/mdimg/sastojci/m.160.jpg?1585628390,"GREENS, HERBS AND FOUGERES",A refreshing and cooling green note with peppery aspects.
Mistletoe,https://fimgs.net/mdimg/sastojci/m.516.jpg?1598594985,"GREENS, HERBS AND FOUGERES",evergreen note characteristic to Christmas and rarely used in perfumery
Nettle,https://fimgs.net/mdimg/sastojci/m.248.jpg?1441312041,"GREENS, HERBS AND FOUGERES","grassy, herbal, aromatic, citrus-complementing with facets of spinach"
Nut Grass,https://fimgs.net/mdimg/sastojci/m.1069.jpg?1605209081,"GREENS, HERBS AND FOUGERES",NULL
Oak Leaves,https://fimgs.net/mdimg/sastojci/m.1013.jpg?1571810757,"GREENS, HERBS AND FOUGERES",NULL
Oat,https://fimgs.net/mdimg/sastojci/m.848.jpg?1517011276,"GREENS, HERBS AND FOUGERES",NULL
Olive Leaf,https://fimgs.net/mdimg/sastojci/m.264.jpg?1441315101,"GREENS, HERBS AND FOUGERES","Comes from the olive tree, one of the oldest trees known to man, which is sacred in the Mediterranean basin. The leaf has a bitterish green scent that is viscous and smoky. A branch of olive leaves is considered the symbol of peace. "
Oolong tea,https://fimgs.net/mdimg/sastojci/m.713.jpg?1598578276,"GREENS, HERBS AND FOUGERES",A smoky savory note of strong tea.
Orchid Leaf,https://fimgs.net/mdimg/sastojci/m.994.jpg?1559184226,"GREENS, HERBS AND FOUGERES",NULL
Oregano,https://fimgs.net/mdimg/sastojci/m.386.jpg?1441329549,"GREENS, HERBS AND FOUGERES",NULL
Palm leaf,https://fimgs.net/mdimg/sastojci/m.389.jpg?1441315323,"GREENS, HERBS AND FOUGERES",a vegetal green scent.
Palmarosa,https://fimgs.net/mdimg/sastojci/m.508.jpg?1441318328,"GREENS, HERBS AND FOUGERES",unusual rosy green soft note with vegetal nuances
Pandanus,https://fimgs.net/mdimg/sastojci/m.408.jpg?1588392884,"GREENS, HERBS AND FOUGERES","it has a very specific sharp and powerful, but also sweet, honey-like diffusive fragrance."
Parsley,https://fimgs.net/mdimg/sastojci/m.796.jpg?1455199438,"GREENS, HERBS AND FOUGERES",NULL
Peach Leaf,https://fimgs.net/mdimg/sastojci/m.934.jpg?1598661672,"GREENS, HERBS AND FOUGERES",NULL
Pear Leaf,https://fimgs.net/mdimg/sastojci/m.372.jpg?1441314004,"GREENS, HERBS AND FOUGERES","green note with waxy nuances, mild"
Polygonum,https://fimgs.net/mdimg/sastojci/m.1000.jpg?1562363271,"GREENS, HERBS AND FOUGERES",NULL
Portulaca or Pigweed,https://fimgs.net/mdimg/sastojci/m.587.jpg?1368234245,"GREENS, HERBS AND FOUGERES",NULL
Red Algae,https://fimgs.net/mdimg/sastojci/m.704.jpg?1436694417,"GREENS, HERBS AND FOUGERES",A kind of fresh marine note.
Reed,https://fimgs.net/mdimg/sastojci/m.383.jpg?1441325922,"GREENS, HERBS AND FOUGERES","herbal note, slightly sweet when macerated, held sacred by the Celts, with a polarizing scent many people find unpleasant"
Rice,https://fimgs.net/mdimg/sastojci/m.208.jpg?1441322841,"GREENS, HERBS AND FOUGERES","a fantasy note, grassy, nutty and earthy, reminiscent of steamed basmati rice, warm and cozy."
Rooibos Red Tea,https://fimgs.net/mdimg/sastojci/m.441.jpg?1588396252,"GREENS, HERBS AND FOUGERES","a sweetish herbal infusion that is not really tea (i.e. Camelia sinensis), coming from the Aspalathus linear plant instead"
Roots,https://fimgs.net/mdimg/sastojci/m.1123.jpg?1621175963,"GREENS, HERBS AND FOUGERES",NULL
Rose Leaf,https://fimgs.net/mdimg/sastojci/m.949.jpg?1598597784,"GREENS, HERBS AND FOUGERES",NULL
Rose Thorn,https://fimgs.net/mdimg/sastojci/m.873.jpg?1521746547,"GREENS, HERBS AND FOUGERES",NULL
Rosemary,https://fimgs.net/mdimg/sastojci/m.49.jpg?1441323401,"GREENS, HERBS AND FOUGERES","Ан ароматиц culinary herb with a camphorous, minty profile."
Rue,https://fimgs.net/mdimg/sastojci/m.841.jpg?1516132456,"GREENS, HERBS AND FOUGERES",A sharp herbaceous note with sweet fruity undertones.
Rumex,https://fimgs.net/mdimg/sastojci/m.795.jpg?1455197571,"GREENS, HERBS AND FOUGERES",NULL
Rye,https://fimgs.net/mdimg/sastojci/m.847.jpg?1517010401,"GREENS, HERBS AND FOUGERES",NULL
Sage,https://fimgs.net/mdimg/sastojci/m.52.jpg?1441327314,"GREENS, HERBS AND FOUGERES","savory, aromatic culinary note with hazy, soft and mildly peppery aspects belonging to the salvia family"
Satureja,https://fimgs.net/mdimg/sastojci/m.541.jpg?1441323692,"GREENS, HERBS AND FOUGERES",aromatic note related to rosemary and thyme
Saw palmetto,https://fimgs.net/mdimg/sastojci/m.685.jpg?1598722432,"GREENS, HERBS AND FOUGERES",NULL
Seaweed,https://fimgs.net/mdimg/sastojci/m.409.jpg?1441317386,"GREENS, HERBS AND FOUGERES","a salty, marine, iodine, aromatic fragrance."
Shiso,https://fimgs.net/mdimg/sastojci/m.492.jpg?1441325444,"GREENS, HERBS AND FOUGERES","a member of the mint family, Asian culinary herb which has a peppery fresh green profile"
"Sideritis, Mountain tea",https://fimgs.net/mdimg/sastojci/m.559.jpg?1441324968,"GREENS, HERBS AND FOUGERES",NULL
Silk Vine or Milk Broom,https://fimgs.net/mdimg/sastojci/m.525.jpg?1441325220,"GREENS, HERBS AND FOUGERES",NULL
Skunk Cabbage,https://fimgs.net/mdimg/sastojci/m.493.jpg?1441597246,"GREENS, HERBS AND FOUGERES",a musky note of vegetal origin
Snake Plant,https://fimgs.net/mdimg/sastojci/m.1040.jpg?1582235234,"GREENS, HERBS AND FOUGERES",NULL
Spinach,https://fimgs.net/mdimg/sastojci/m.815.jpg?1503322424,"GREENS, HERBS AND FOUGERES",NULL
Stems Greens,https://fimgs.net/mdimg/sastojci/m.1135.jpg?1621905097,"GREENS, HERBS AND FOUGERES",NULL
Strawberry Leaf,https://fimgs.net/mdimg/sastojci/m.262.jpg?1441313800,"GREENS, HERBS AND FOUGERES",tart green scent of snapped leaves
Sundew,https://fimgs.net/mdimg/sastojci/m.951.jpg?1598892725,"GREENS, HERBS AND FOUGERES",NULL
Sweet Grass,https://fimgs.net/mdimg/sastojci/m.943.jpg?1598644269,"GREENS, HERBS AND FOUGERES",A sweet grassy coumarin scent.
Tansy,https://fimgs.net/mdimg/sastojci/m.910.jpg?1539659141,"GREENS, HERBS AND FOUGERES","A sharp and spicy bitter herbaceous fragrance, getting more pungent in higher concentrations."
Tarragon,https://fimgs.net/mdimg/sastojci/m.93.jpg?1441390685,"GREENS, HERBS AND FOUGERES","a herbaceous sweet, mildly anisic note."
Tea,https://fimgs.net/mdimg/sastojci/m.106.jpg?1441306652,"GREENS, HERBS AND FOUGERES",A sweet herbaceous green fragrance. 
Thistle,https://fimgs.net/mdimg/sastojci/m.590.jpg?1368235700,"GREENS, HERBS AND FOUGERES",NULL
Thyme,https://fimgs.net/mdimg/sastojci/m.97.jpg?1441316528,"GREENS, HERBS AND FOUGERES",Thyme has a strong rich herbaceous fragrance. Its quality depends on the method of extraction.
Ti Leaf (Cordyline),https://fimgs.net/mdimg/sastojci/m.904.jpg?1599020748,"GREENS, HERBS AND FOUGERES",NULL
Tobacco,https://fimgs.net/mdimg/sastojci/m.96.jpg?1441310155,"GREENS, HERBS AND FOUGERES","A rich, nuanced, warm and sweet herbaceous scent, with a note of whiskey, caramel, and hay."
Tomato Leaf,https://fimgs.net/mdimg/sastojci/m.253.jpg?1441315961,"GREENS, HERBS AND FOUGERES",a green sharp aromatic note.
Tulsi,https://fimgs.net/mdimg/sastojci/m.474.jpg?1441326462,"GREENS, HERBS AND FOUGERES","grassy, herbal plant note with ties with basil and comparable scent"
Turnera diffusa (Damiana),https://fimgs.net/mdimg/sastojci/m.770.jpg?1598724328,"GREENS, HERBS AND FOUGERES",NULL
Valerian,https://fimgs.net/mdimg/sastojci/m.582.jpg?1366851352,"GREENS, HERBS AND FOUGERES",NULL
Vine,https://fimgs.net/mdimg/sastojci/m.449.jpg?1441326855,"GREENS, HERBS AND FOUGERES","green leafy note coming from the vitis vinifera plant which produces wine grapes, fresh and mildly bitterish"
Violet Leaf,https://fimgs.net/mdimg/sastojci/m.127.jpg?1441314824,"GREENS, HERBS AND FOUGERES",A fresh ozonic cucumber-like fragrance.
Water Lily Leaf,https://fimgs.net/mdimg/sastojci/m.1140.jpg?1622298359,"GREENS, HERBS AND FOUGERES",NULL
Wheat,https://fimgs.net/mdimg/sastojci/m.387.jpg?1441322083,"GREENS, HERBS AND FOUGERES","a cereal-like note with a nutty aspect, used to render a soft, warm, attractive note in oriental/gourmand compositions or whenever a mild modifier is needed."
Wintergreen,https://fimgs.net/mdimg/sastojci/m.1054.jpg?1596423736,"GREENS, HERBS AND FOUGERES",NULL
Woodfuff or Galium odoratum,https://fimgs.net/mdimg/sastojci/m.592.jpg?1368236903,"GREENS, HERBS AND FOUGERES",NULL
Wormwood,https://fimgs.net/mdimg/sastojci/m.369.jpg?1441321912,"GREENS, HERBS AND FOUGERES","A bitterish, herbal and strong-smelling plant note known as wormwood which aromatizes absinthe and vermouth."
Yarrow,https://fimgs.net/mdimg/sastojci/m.681.jpg?1441327077,"GREENS, HERBS AND FOUGERES",NULL
Yunnan Red Tea,https://fimgs.net/mdimg/sastojci/m.442.jpg?1598663766,"GREENS, HERBS AND FOUGERES","what is usually referred to as ""black tea"" in the west and dian hong in China (it comes from its Yunnan province); inky, bitterish, aromatic, tonic."
Allspice,https://fimgs.net/mdimg/sastojci/m.122.jpg?1441336153,SPICES,NULL
Anise,https://fimgs.net/mdimg/sastojci/m.393.jpg?1441335086,SPICES,"the scent of aniseed, rich in anethol, reminiscent of licorice. Belongs in the same family of scents as tarragon and fennel (also rich in anethol). Very popular in fragrances, notably L'Heure Bleu."
Asafoetida,https://fimgs.net/mdimg/sastojci/m.278.jpg?1441335615,SPICES,"the dried oleoresin of the taproot of the herb known as Ferula with an odor profile between leek and onion. Also known as Devil's Dung, Hing, Ting or stinking gum. Ferula is featured in classics, such as Ma Griffe, and modern fragrances, such as Premier Figuier, alike."
Bay Leaf,https://fimgs.net/mdimg/sastojci/m.128.jpg?1441341655,SPICES,an aromatic camphorous fragrance.
